created_at,username,full_text,cleaning,case_folding,normalisasi,kata_baku,kata_tidak_baku,tokenize,stop_removal,stop_removal_joined
Tue Feb 18 07:09:18 +0000 2025,kunartomarzuki,Aksi mahasiswa di Semarang (18/2/2025) #aksidemo #mahasiswa #EfisiensiAnggaran #Semarang https://t.co/LQcTLpNZbN,Aksi mahasiswa di Semarang  aksidemo mahasiswa EfisiensiAnggaran Semarang ,aksi mahasiswa di semarang  aksidemo mahasiswa efisiensianggaran semarang ,aksi mahasiswa di semarang aksidemo mahasiswa efisiensianggaran semarang,[],[],"['aksi', 'mahasiswa', 'di', 'semarang', 'aksidemo', 'mahasiswa', 'efisiensianggaran', 'semarang']","['aksi', 'mahasiswa', 'semarang', 'aksidemo', 'mahasiswa', 'efisiensianggaran', 'semarang']",aksi mahasiswa semarang aksidemo mahasiswa efisiensianggaran semarang
Tue Feb 18 07:05:42 +0000 2025,republikajogja,Efisiensi Anggaran Pemkot Yogya Terapkan Aturan Hemat Listrik dan Air #EfisiensiAnggaran #PemkotYogya #PemkotYogyaHematListrikdanAir https://t.co/ZIk3gEKXhH,Efisiensi Anggaran Pemkot Yogya Terapkan Aturan Hemat Listrik dan Air EfisiensiAnggaran PemkotYogya PemkotYogyaHematListrikdanAir ,efisiensi anggaran pemkot yogya terapkan aturan hemat listrik dan air efisiensianggaran pemkotyogya pemkotyogyahematlistrikdanair ,efisiensi anggaran pemkot yogya terapkan aturan hemat listrik dan air efisiensianggaran pemkotyogya pemkotyogyahematlistrikdanair,[],[],"['efisiensi', 'anggaran', 'pemkot', 'yogya', 'terapkan', 'aturan', 'hemat', 'listrik', 'dan', 'air', 'efisiensianggaran', 'pemkotyogya', 'pemkotyogyahematlistrikdanair']","['efisiensi', 'anggaran', 'pemkot', 'yogya', 'terapkan', 'aturan', 'hemat', 'listrik', 'air', 'efisiensianggaran', 'pemkotyogya', 'pemkotyogyahematlistrikdanair']",efisiensi anggaran pemkot yogya terapkan aturan hemat listrik air efisiensianggaran pemkotyogya pemkotyogyahematlistrikdanair
Tue Feb 18 06:53:03 +0000 2025,KaltaraTribun,Pelayanan Dokter Terbang di Desa Kaltara Terancam Ditunda Dampak Efisiensi Anggaran Ini Daerahnya #DokterTerbang #Dokter #Pelayanan #Desa #Ditunda #Anggaran #EfisiensiAnggaran #PemprovKaltara #KalimantanUtara #Kaltara https://t.co/cEyjqWRZuL via @tribunnews,Pelayanan Dokter Terbang di Desa Kaltara Terancam Ditunda Dampak Efisiensi Anggaran Ini Daerahnya DokterTerbang Dokter Pelayanan Desa Ditunda Anggaran EfisiensiAnggaran PemprovKaltara KalimantanUtara Kaltara  via ,pelayanan dokter terbang di desa kaltara terancam ditunda dampak efisiensi anggaran ini daerahnya dokterterbang dokter pelayanan desa ditunda anggaran efisiensianggaran pemprovkaltara kalimantanutara kaltara  via ,pelayanan dokter terbang di desa kaltara terancam ditunda dampak efisiensi anggaran ini daerahnya dokterterbang dokter pelayanan desa ditunda anggaran efisiensianggaran pemprovkaltara kalimantanutara kaltara via,[],[],"['pelayanan', 'dokter', 'terbang', 'di', 'desa', 'kaltara', 'terancam', 'ditunda', 'dampak', 'efisiensi', 'anggaran', 'ini', 'daerahnya', 'dokterterbang', 'dokter', 'pelayanan', 'desa', 'ditunda', 'anggaran', 'efisiensianggaran', 'pemprovkaltara', 'kalimantanutara', 'kaltara', 'via']","['pelayanan', 'dokter', 'terbang', 'desa', 'kaltara', 'terancam', 'ditunda', 'dampak', 'efisiensi', 'anggaran', 'daerahnya', 'dokterterbang', 'dokter', 'pelayanan', 'desa', 'ditunda', 'anggaran', 'efisiensianggaran', 'pemprovkaltara', 'kalimantanutara', 'kaltara', 'via']",pelayanan dokter terbang desa kaltara terancam ditunda dampak efisiensi anggaran daerahnya dokterterbang dokter pelayanan desa ditunda anggaran efisiensianggaran pemprovkaltara kalimantanutara kaltara via
Tue Feb 18 06:52:34 +0000 2025,Jatinangorku,Fokus utama adalah mengalokasikan anggaran untuk kebutuhan dasar masyarakat dan memastikan tidak ada pemborosan pada hal-hal yang kurang esensial. Penulis : Muhammad Nauval Pratama Baca selengkapnya di https://t.co/dNxynVbjOJ #DediMulyadi #JawaBarat #EfisiensiAnggaran,Fokus utama adalah mengalokasikan anggaran untuk kebutuhan dasar masyarakat dan memastikan tidak ada pemborosan pada halhal yang kurang esensial Penulis  Muhammad Nauval Pratama Baca selengkapnya di  DediMulyadi JawaBarat EfisiensiAnggaran,fokus utama adalah mengalokasikan anggaran untuk kebutuhan dasar masyarakat dan memastikan tidak ada pemborosan pada halhal yang kurang esensial penulis  muhammad nauval pratama baca selengkapnya di  dedimulyadi jawabarat efisiensianggaran,fokus utama adalah mengalokasikan anggaran untuk kebutuhan dasar masyarakat dan memastikan tidak ada pemborosan pada halhal yang kurang esensial penulis muhammad nauval pratama baca selengkapnya di dedimulyadi jawabarat efisiensianggaran,[],[],"['fokus', 'utama', 'adalah', 'mengalokasikan', 'anggaran', 'untuk', 'kebutuhan', 'dasar', 'masyarakat', 'dan', 'memastikan', 'tidak', 'ada', 'pemborosan', 'pada', 'halhal', 'yang', 'kurang', 'esensial', 'penulis', 'muhammad', 'nauval', 'pratama', 'baca', 'selengkapnya', 'di', 'dedimulyadi', 'jawabarat', 'efisiensianggaran']","['fokus', 'utama', 'mengalokasikan', 'anggaran', 'kebutuhan', 'dasar', 'masyarakat', 'pemborosan', 'halhal', 'esensial', 'penulis', 'muhammad', 'nauval', 'pratama', 'baca', 'selengkapnya', 'dedimulyadi', 'jawabarat', 'efisiensianggaran']",fokus utama mengalokasikan anggaran kebutuhan dasar masyarakat pemborosan halhal esensial penulis muhammad nauval pratama baca selengkapnya dedimulyadi jawabarat efisiensianggaran
Tue Feb 18 06:31:13 +0000 2025,kanalsa_id,Pemangkasan anggaran di Komnas HAM berdampak buruk terhadap penanganan kasus pelanggaran HAM. Ketua Komnas HAM Atnike Nova SIgiro mengatakan pemotongan anggaran hingga Rp 41 miliar menyulitkan dalam mengakses keadilan. sc/tempo.co #KanalSA #KomnasHAM #HAM #Efisiensianggaran https://t.co/KrbBqpabIq,Pemangkasan anggaran di Komnas HAM berdampak buruk terhadap penanganan kasus pelanggaran HAM Ketua Komnas HAM Atnike Nova SIgiro mengatakan pemotongan anggaran hingga Rp  miliar menyulitkan dalam mengakses keadilan sctempoco KanalSA KomnasHAM HAM Efisiensianggaran ,pemangkasan anggaran di komnas ham berdampak buruk terhadap penanganan kasus pelanggaran ham ketua komnas ham atnike nova sigiro mengatakan pemotongan anggaran hingga rp  miliar menyulitkan dalam mengakses keadilan sctempoco kanalsa komnasham ham efisiensianggaran ,pemangkasan anggaran di komnas ham berdampak buruk terhadap penanganan kasus pelanggaran ham ketua komnas ham atnike nova sigiro mengatakan pemotongan anggaran hingga rp miliar menyulitkan dalam mengakses keadilan sctempoco kanalsa komnasham ham efisiensianggaran,[],[],"['pemangkasan', 'anggaran', 'di', 'komnas', 'ham', 'berdampak', 'buruk', 'terhadap', 'penanganan', 'kasus', 'pelanggaran', 'ham', 'ketua', 'komnas', 'ham', 'atnike', 'nova', 'sigiro', 'mengatakan', 'pemotongan', 'anggaran', 'hingga', 'rp', 'miliar', 'menyulitkan', 'dalam', 'mengakses', 'keadilan', 'sctempoco', 'kanalsa', 'komnasham', 'ham', 'efisiensianggaran']","['pemangkasan', 'anggaran', 'komnas', 'ham', 'berdampak', 'buruk', 'penanganan', 'pelanggaran', 'ham', 'ketua', 'komnas', 'ham', 'atnike', 'nova', 'sigiro', 'pemotongan', 'anggaran', 'rp', 'miliar', 'menyulitkan', 'mengakses', 'keadilan', 'sctempoco', 'kanalsa', 'komnasham', 'ham', 'efisiensianggaran']",pemangkasan anggaran komnas ham berdampak buruk penanganan pelanggaran ham ketua komnas ham atnike nova sigiro pemotongan anggaran rp miliar menyulitkan mengakses keadilan sctempoco kanalsa komnasham ham efisiensianggaran
Tue Feb 18 06:26:16 +0000 2025,kontekscoid,IKN Masih Sepi 6 Bank Ini Siap Beroperasi Mulai 2026 Siapa Nasabahnya Nanti? #IKN #PerbankanIKN #Infrastruktur #EkonomiIndonesia #NasabahIKN #ibukotanusantara #basukihadimuljono #bankindonesia #bankmandiri #bankBCA #Anggaran2025 #EfisiensiAnggaran #PemangkasanAnggaran https://t.co/pTwz2Ld92z,IKN Masih Sepi  Bank Ini Siap Beroperasi Mulai  Siapa Nasabahnya Nanti? IKN PerbankanIKN Infrastruktur EkonomiIndonesia NasabahIKN ibukotanusantara basukihadimuljono bankindonesia bankmandiri bankBCA Anggaran EfisiensiAnggaran PemangkasanAnggaran ,ikn masih sepi  bank ini siap beroperasi mulai  siapa nasabahnya nanti? ikn perbankanikn infrastruktur ekonomiindonesia nasabahikn ibukotanusantara basukihadimuljono bankindonesia bankmandiri bankbca anggaran efisiensianggaran pemangkasananggaran ,ikn masih sepi bank ini siap beroperasi mulai siapa nasabahnya nanti? ikn perbankanikn infrastruktur ekonomiindonesia nasabahikn ibukotanusantara basukihadimuljono bankindonesia bankmandiri bankbca anggaran efisiensianggaran pemangkasananggaran,[],[],"['ikn', 'masih', 'sepi', 'bank', 'ini', 'siap', 'beroperasi', 'mulai', 'siapa', 'nasabahnya', 'nanti?', 'ikn', 'perbankanikn', 'infrastruktur', 'ekonomiindonesia', 'nasabahikn', 'ibukotanusantara', 'basukihadimuljono', 'bankindonesia', 'bankmandiri', 'bankbca', 'anggaran', 'efisiensianggaran', 'pemangkasananggaran']","['ikn', 'sepi', 'bank', 'beroperasi', 'nasabahnya', 'nanti?', 'ikn', 'perbankanikn', 'infrastruktur', 'ekonomiindonesia', 'nasabahikn', 'ibukotanusantara', 'basukihadimuljono', 'bankindonesia', 'bankmandiri', 'bankbca', 'anggaran', 'efisiensianggaran', 'pemangkasananggaran']",ikn sepi bank beroperasi nasabahnya nanti? ikn perbankanikn infrastruktur ekonomiindonesia nasabahikn ibukotanusantara basukihadimuljono bankindonesia bankmandiri bankbca anggaran efisiensianggaran pemangkasananggaran
Tue Feb 18 06:00:52 +0000 2025,YasoyaAya,Penghematan anggaran mencegah pemborosan anggaran #EfisiensiAnggaran #CegahPemborosan https://t.co/l0sr3xpcOK,Penghematan anggaran mencegah pemborosan anggaran EfisiensiAnggaran CegahPemborosan ,penghematan anggaran mencegah pemborosan anggaran efisiensianggaran cegahpemborosan ,penghematan anggaran mencegah pemborosan anggaran efisiensianggaran cegahpemborosan,[],[],"['penghematan', 'anggaran', 'mencegah', 'pemborosan', 'anggaran', 'efisiensianggaran', 'cegahpemborosan']","['penghematan', 'anggaran', 'mencegah', 'pemborosan', 'anggaran', 'efisiensianggaran', 'cegahpemborosan']",penghematan anggaran mencegah pemborosan anggaran efisiensianggaran cegahpemborosan
Tue Feb 18 04:54:41 +0000 2025,ariabima99,Efisiensi anggaran memiliki risiko bagi ekonomi nasional tapi menjadi sesuatu yang niscaya sebagai bentuk penyelamatan kondisi ekonomi nasional. #PDIPerjuangan #Komisi2DPRRI #EfisiensiAnggaran https://t.co/HFihEBKh6T,Efisiensi anggaran memiliki risiko bagi ekonomi nasional tapi menjadi sesuatu yang niscaya sebagai bentuk penyelamatan kondisi ekonomi nasional PDIPerjuangan KomisiDPRRI EfisiensiAnggaran ,efisiensi anggaran memiliki risiko bagi ekonomi nasional tapi menjadi sesuatu yang niscaya sebagai bentuk penyelamatan kondisi ekonomi nasional pdiperjuangan komisidprri efisiensianggaran ,efisiensi anggaran memiliki risiko bagi ekonomi nasional tapi menjadi sesuatu yang niscaya sebagai bentuk penyelamatan kondisi ekonomi nasional pdiperjuangan komisidprri efisiensianggaran,[],[],"['efisiensi', 'anggaran', 'memiliki', 'risiko', 'bagi', 'ekonomi', 'nasional', 'tapi', 'menjadi', 'sesuatu', 'yang', 'niscaya', 'sebagai', 'bentuk', 'penyelamatan', 'kondisi', 'ekonomi', 'nasional', 'pdiperjuangan', 'komisidprri', 'efisiensianggaran']","['efisiensi', 'anggaran', 'memiliki', 'risiko', 'ekonomi', 'nasional', 'niscaya', 'bentuk', 'penyelamatan', 'kondisi', 'ekonomi', 'nasional', 'pdiperjuangan', 'komisidprri', 'efisiensianggaran']",efisiensi anggaran memiliki risiko ekonomi nasional niscaya bentuk penyelamatan kondisi ekonomi nasional pdiperjuangan komisidprri efisiensianggaran
Tue Feb 18 04:52:24 +0000 2025,isma_madayah5,@pponetwo24 @jefry_wnd Optimalisasi dana jadi jalan ke masa depan cerah dan sejahteraPembangunan yang efisien bikin kesejahteraan rakyat meningkat #EfisiensiAnggaran,  Optimalisasi dana jadi jalan ke masa depan cerah dan sejahteraPembangunan yang efisien bikin kesejahteraan rakyat meningkat EfisiensiAnggaran,  optimalisasi dana jadi jalan ke masa depan cerah dan sejahterapembangunan yang efisien bikin kesejahteraan rakyat meningkat efisiensianggaran,optimalisasi dana jadi jalan ke masa depan cerah dan sejahterapembangunan yang efisien bikin kesejahteraan rakyat meningkat efisiensianggaran,[],[],"['optimalisasi', 'dana', 'jadi', 'jalan', 'ke', 'masa', 'depan', 'cerah', 'dan', 'sejahterapembangunan', 'yang', 'efisien', 'bikin', 'kesejahteraan', 'rakyat', 'meningkat', 'efisiensianggaran']","['optimalisasi', 'dana', 'jalan', 'cerah', 'sejahterapembangunan', 'efisien', 'bikin', 'kesejahteraan', 'rakyat', 'meningkat', 'efisiensianggaran']",optimalisasi dana jalan cerah sejahterapembangunan efisien bikin kesejahteraan rakyat meningkat efisiensianggaran
Tue Feb 18 04:23:31 +0000 2025,Sudastika,Camat dan Lurah se-Kota Cirebon Temui DPRD Curhat Soal Efisiensi Anggaran https://t.co/TxH8P3i7cT #EfisiensiAnggaran #Ciayumajakuning #Cirebon,Camat dan Lurah seKota Cirebon Temui DPRD Curhat Soal Efisiensi Anggaran  EfisiensiAnggaran Ciayumajakuning Cirebon,camat dan lurah sekota cirebon temui dprd curhat soal efisiensi anggaran  efisiensianggaran ciayumajakuning cirebon,camat dan lurah sekota cirebon temui dprd curhat soal efisiensi anggaran efisiensianggaran ciayumajakuning cirebon,[],[],"['camat', 'dan', 'lurah', 'sekota', 'cirebon', 'temui', 'dprd', 'curhat', 'soal', 'efisiensi', 'anggaran', 'efisiensianggaran', 'ciayumajakuning', 'cirebon']","['camat', 'lurah', 'sekota', 'cirebon', 'temui', 'dprd', 'curhat', 'efisiensi', 'anggaran', 'efisiensianggaran', 'ciayumajakuning', 'cirebon']",camat lurah sekota cirebon temui dprd curhat efisiensi anggaran efisiensianggaran ciayumajakuning cirebon
Tue Feb 18 04:22:38 +0000 2025,fu_halim,Makan gratis yg tidak bergizi Anggaran pendidikan dikebiri Harapan Indonesia emas hanya mimpi Generasi Indonesia cemas sudah menanti #EfisiensiAnggaran,Makan gratis yg tidak bergizi Anggaran pendidikan dikebiri Harapan Indonesia emas hanya mimpi Generasi Indonesia cemas sudah menanti EfisiensiAnggaran,makan gratis yg tidak bergizi anggaran pendidikan dikebiri harapan indonesia emas hanya mimpi generasi indonesia cemas sudah menanti efisiensianggaran,makan gratis yang tidak bergizi anggaran pendidikan dikebiri harapan indonesia emas hanya mimpi generasi indonesia cemas sudah menanti efisiensianggaran,['yang'],['yg'],"['makan', 'gratis', 'yang', 'tidak', 'bergizi', 'anggaran', 'pendidikan', 'dikebiri', 'harapan', 'indonesia', 'emas', 'hanya', 'mimpi', 'generasi', 'indonesia', 'cemas', 'sudah', 'menanti', 'efisiensianggaran']","['makan', 'gratis', 'bergizi', 'anggaran', 'pendidikan', 'dikebiri', 'harapan', 'indonesia', 'emas', 'mimpi', 'generasi', 'indonesia', 'cemas', 'efisiensianggaran']",makan gratis bergizi anggaran pendidikan dikebiri harapan indonesia emas mimpi generasi indonesia cemas efisiensianggaran
Tue Feb 18 04:17:07 +0000 2025,kompascom,Pemerintah memangkas anggaran program pengembangan prestasi dan talenta Indonesia yang ada di Kementerian Pendidikan Dasar dan Menengah (Kemendikdasmen). ~SA #Kewmendikdasmen #EfisiensiAnggaran https://t.co/AymR5AwIa0,Pemerintah memangkas anggaran program pengembangan prestasi dan talenta Indonesia yang ada di Kementerian Pendidikan Dasar dan Menengah Kemendikdasmen SA Kewmendikdasmen EfisiensiAnggaran ,pemerintah memangkas anggaran program pengembangan prestasi dan talenta indonesia yang ada di kementerian pendidikan dasar dan menengah kemendikdasmen sa kewmendikdasmen efisiensianggaran ,pemerintah memangkas anggaran program pengembangan prestasi dan talenta indonesia yang ada di kementerian pendidikan dasar dan menengah kemendikdasmen sa kewmendikdasmen efisiensianggaran,[],[],"['pemerintah', 'memangkas', 'anggaran', 'program', 'pengembangan', 'prestasi', 'dan', 'talenta', 'indonesia', 'yang', 'ada', 'di', 'kementerian', 'pendidikan', 'dasar', 'dan', 'menengah', 'kemendikdasmen', 'sa', 'kewmendikdasmen', 'efisiensianggaran']","['pemerintah', 'memangkas', 'anggaran', 'program', 'pengembangan', 'prestasi', 'talenta', 'indonesia', 'kementerian', 'pendidikan', 'dasar', 'menengah', 'kemendikdasmen', 'sa', 'kewmendikdasmen', 'efisiensianggaran']",pemerintah memangkas anggaran program pengembangan prestasi talenta indonesia kementerian pendidikan dasar menengah kemendikdasmen sa kewmendikdasmen efisiensianggaran
Tue Feb 18 04:15:51 +0000 2025,NpratamaNr1,#EfisiensiAnggaran #IndonesiaGelap #IndonesiaGelap2025 jangan salahkan Petugas Kebersihan kalau sudah begini. Salahkan yang menyebabkan semua penderitaan ini. https://t.co/yvryIzwGW2,EfisiensiAnggaran IndonesiaGelap IndonesiaGelap jangan salahkan Petugas Kebersihan kalau sudah begini Salahkan yang menyebabkan semua penderitaan ini ,efisiensianggaran indonesiagelap indonesiagelap jangan salahkan petugas kebersihan kalau sudah begini salahkan yang menyebabkan semua penderitaan ini ,efisiensianggaran indonesiagelap indonesiagelap jangan salahkan petugas kebersihan kalau sudah begini salahkan yang menyebabkan semua penderitaan ini,[],[],"['efisiensianggaran', 'indonesiagelap', 'indonesiagelap', 'jangan', 'salahkan', 'petugas', 'kebersihan', 'kalau', 'sudah', 'begini', 'salahkan', 'yang', 'menyebabkan', 'semua', 'penderitaan', 'ini']","['efisiensianggaran', 'indonesiagelap', 'indonesiagelap', 'salahkan', 'petugas', 'kebersihan', 'salahkan', 'menyebabkan', 'penderitaan']",efisiensianggaran indonesiagelap indonesiagelap salahkan petugas kebersihan salahkan menyebabkan penderitaan
Tue Feb 18 03:56:35 +0000 2025,Rahmatsyabirin,@DS_yantie Sudah bener @aniesbaswedan pendidikan gratis. 58% mental miskin malah milih MAKAN AJA KERJANYA. #IndonesiaGelap #daruratindonesia #EfisiensiAnggaran, Sudah bener  pendidikan gratis  mental miskin malah milih MAKAN AJA KERJANYA IndonesiaGelap daruratindonesia EfisiensiAnggaran, sudah bener  pendidikan gratis  mental miskin malah milih makan aja kerjanya indonesiagelap daruratindonesia efisiensianggaran,sudah benar pendidikan gratis mental miskin malah memilih makan saja kerjanya indonesiagelap daruratindonesia efisiensianggaran,"['benar', 'memilih', 'saja']","['bener', 'milih', 'aja']","['sudah', 'benar', 'pendidikan', 'gratis', 'mental', 'miskin', 'malah', 'memilih', 'makan', 'saja', 'kerjanya', 'indonesiagelap', 'daruratindonesia', 'efisiensianggaran']","['pendidikan', 'gratis', 'mental', 'miskin', 'memilih', 'makan', 'kerjanya', 'indonesiagelap', 'daruratindonesia', 'efisiensianggaran']",pendidikan gratis mental miskin memilih makan kerjanya indonesiagelap daruratindonesia efisiensianggaran
Tue Feb 18 03:09:44 +0000 2025,RADARSOLO_,Hotel-Hotel Sambat Dampak Efisiensi Anggaran Ini Respons Wali Kota Solo #efisiensi #hotel #EfisiensiAnggaran https://t.co/AL36IATzd7,HotelHotel Sambat Dampak Efisiensi Anggaran Ini Respons Wali Kota Solo efisiensi hotel EfisiensiAnggaran ,hotelhotel sambat dampak efisiensi anggaran ini respons wali kota solo efisiensi hotel efisiensianggaran ,hotelhotel sambat dampak efisiensi anggaran ini respons wali kota solo efisiensi hotel efisiensianggaran,[],[],"['hotelhotel', 'sambat', 'dampak', 'efisiensi', 'anggaran', 'ini', 'respons', 'wali', 'kota', 'solo', 'efisiensi', 'hotel', 'efisiensianggaran']","['hotelhotel', 'sambat', 'dampak', 'efisiensi', 'anggaran', 'respons', 'wali', 'kota', 'solo', 'efisiensi', 'hotel', 'efisiensianggaran']",hotelhotel sambat dampak efisiensi anggaran respons wali kota solo efisiensi hotel efisiensianggaran
Tue Feb 18 02:57:45 +0000 2025,NgobrolYukkk,2️⃣ Pemerintah juga mengumumkan efisiensi anggaran sebesar Rp750 triliun. Rp24 triliun dialokasikan untuk program Makan Bergizi Gratis (MBG) sementara Rp325 triliun akan diserahkan ke Danantara untuk investasi. #EfisiensiAnggaran #MBG #Danantara, Pemerintah juga mengumumkan efisiensi anggaran sebesar Rp triliun Rp triliun dialokasikan untuk program Makan Bergizi Gratis MBG sementara Rp triliun akan diserahkan ke Danantara untuk investasi EfisiensiAnggaran MBG Danantara, pemerintah juga mengumumkan efisiensi anggaran sebesar rp triliun rp triliun dialokasikan untuk program makan bergizi gratis mbg sementara rp triliun akan diserahkan ke danantara untuk investasi efisiensianggaran mbg danantara,pemerintah juga mengumumkan efisiensi anggaran sebesar rp triliun rp triliun dialokasikan untuk program makan bergizi gratis mbak sementara rp triliun akan diserahkan ke danantara untuk investasi efisiensianggaran mbak danantara,"['mbak', 'mbak']","['mbg', 'mbg']","['pemerintah', 'juga', 'mengumumkan', 'efisiensi', 'anggaran', 'sebesar', 'rp', 'triliun', 'rp', 'triliun', 'dialokasikan', 'untuk', 'program', 'makan', 'bergizi', 'gratis', 'mbak', 'sementara', 'rp', 'triliun', 'akan', 'diserahkan', 'ke', 'danantara', 'untuk', 'investasi', 'efisiensianggaran', 'mbak', 'danantara']","['pemerintah', 'mengumumkan', 'efisiensi', 'anggaran', 'rp', 'triliun', 'rp', 'triliun', 'dialokasikan', 'program', 'makan', 'bergizi', 'gratis', 'mbak', 'rp', 'triliun', 'diserahkan', 'danantara', 'investasi', 'efisiensianggaran', 'mbak', 'danantara']",pemerintah mengumumkan efisiensi anggaran rp triliun rp triliun dialokasikan program makan bergizi gratis mbak rp triliun diserahkan danantara investasi efisiensianggaran mbak danantara
Tue Feb 18 02:52:12 +0000 2025,merdekanew32756,Sempat Ketar-ketir di Tengah Efisiensi Anggaran Presiden Prabowo Akhirnya Pastikan THR Cair! https://t.co/z8iOBhVYxJ #THRCair #THR #THRASN #EfisiensiAnggaran #PenghematanAnggaran #Prabowo #StimulusEkonomi,Sempat Ketarketir di Tengah Efisiensi Anggaran Presiden Prabowo Akhirnya Pastikan THR Cair!  THRCair THR THRASN EfisiensiAnggaran PenghematanAnggaran Prabowo StimulusEkonomi,sempat ketarketir di tengah efisiensi anggaran presiden prabowo akhirnya pastikan thr cair!  thrcair thr thrasn efisiensianggaran penghematananggaran prabowo stimulusekonomi,sempat ketarketir di tengah efisiensi anggaran presiden prabowo akhirnya pastikan thr cair! thrcair thr thrasn efisiensianggaran penghematananggaran prabowo stimulusekonomi,[],[],"['sempat', 'ketarketir', 'di', 'tengah', 'efisiensi', 'anggaran', 'presiden', 'prabowo', 'akhirnya', 'pastikan', 'thr', 'cair!', 'thrcair', 'thr', 'thrasn', 'efisiensianggaran', 'penghematananggaran', 'prabowo', 'stimulusekonomi']","['ketarketir', 'efisiensi', 'anggaran', 'presiden', 'prabowo', 'pastikan', 'thr', 'cair!', 'thrcair', 'thr', 'thrasn', 'efisiensianggaran', 'penghematananggaran', 'prabowo', 'stimulusekonomi']",ketarketir efisiensi anggaran presiden prabowo pastikan thr cair! thrcair thr thrasn efisiensianggaran penghematananggaran prabowo stimulusekonomi
Tue Feb 18 02:42:55 +0000 2025,kompascom,Fakta Demo Indonesia Gelap : 13 Tuntutan Sindir Stafsus Influencer dan Sempat Ricuh | #mahasiswademo #indonesiagelap #efisiensianggaran #vjlab https://t.co/kUJrDtqCIB,Fakta Demo Indonesia Gelap   Tuntutan Sindir Stafsus Influencer dan Sempat Ricuh  mahasiswademo indonesiagelap efisiensianggaran vjlab ,fakta demo indonesia gelap   tuntutan sindir stafsus influencer dan sempat ricuh  mahasiswademo indonesiagelap efisiensianggaran vjlab ,fakta demo indonesia gelap tuntutan sindir stafsus influencer dan sempat ricuh mahasiswademo indonesiagelap efisiensianggaran vjlab,[],[],"['fakta', 'demo', 'indonesia', 'gelap', 'tuntutan', 'sindir', 'stafsus', 'influencer', 'dan', 'sempat', 'ricuh', 'mahasiswademo', 'indonesiagelap', 'efisiensianggaran', 'vjlab']","['fakta', 'demo', 'indonesia', 'gelap', 'tuntutan', 'sindir', 'stafsus', 'influencer', 'ricuh', 'mahasiswademo', 'indonesiagelap', 'efisiensianggaran', 'vjlab']",fakta demo indonesia gelap tuntutan sindir stafsus influencer ricuh mahasiswademo indonesiagelap efisiensianggaran vjlab
Tue Feb 18 02:35:15 +0000 2025,socutelikeyou_,Gak ada yang mau bikin polling vote atau secreto tentang seberapa banyak voters 2 yg nyesel milih dia apa?? #IndonesiaGelap #IndonesiaGelap2025 #PrabowoGibranMundurlah #EfisiensiAnggaran #Danantara,Gak ada yang mau bikin polling vote atau secreto tentang seberapa banyak voters  yg nyesel milih dia apa?? IndonesiaGelap IndonesiaGelap PrabowoGibranMundurlah EfisiensiAnggaran Danantara,gak ada yang mau bikin polling vote atau secreto tentang seberapa banyak voters  yg nyesel milih dia apa?? indonesiagelap indonesiagelap prabowogibranmundurlah efisiensianggaran danantara,tidak ada yang mau bikin polling vote atau secreto tentang seberapa banyak voters yang menyesal memilih dia apa?? indonesiagelap indonesiagelap prabowogibranmundurlah efisiensianggaran danantara,"['tidak', 'yang', 'menyesal', 'memilih']","['gak', 'yg', 'nyesel', 'milih']","['tidak', 'ada', 'yang', 'mau', 'bikin', 'polling', 'vote', 'atau', 'secreto', 'tentang', 'seberapa', 'banyak', 'voters', 'yang', 'menyesal', 'memilih', 'dia', 'apa??', 'indonesiagelap', 'indonesiagelap', 'prabowogibranmundurlah', 'efisiensianggaran', 'danantara']","['bikin', 'polling', 'vote', 'secreto', 'voters', 'menyesal', 'memilih', 'apa??', 'indonesiagelap', 'indonesiagelap', 'prabowogibranmundurlah', 'efisiensianggaran', 'danantara']",bikin polling vote secreto voters menyesal memilih apa?? indonesiagelap indonesiagelap prabowogibranmundurlah efisiensianggaran danantara
Tue Feb 18 02:28:44 +0000 2025,ina_tanaya,Dampak Berat Bagi Sektor Kementrian dan Keluarga Akibat Efisiensi Anggaran https://t.co/2g3rOJVqAJ #efisiensianggaran,Dampak Berat Bagi Sektor Kementrian dan Keluarga Akibat Efisiensi Anggaran  efisiensianggaran,dampak berat bagi sektor kementrian dan keluarga akibat efisiensi anggaran  efisiensianggaran,dampak berat bagi sektor kementrian dan keluarga akibat efisiensi anggaran efisiensianggaran,[],[],"['dampak', 'berat', 'bagi', 'sektor', 'kementrian', 'dan', 'keluarga', 'akibat', 'efisiensi', 'anggaran', 'efisiensianggaran']","['dampak', 'berat', 'sektor', 'kementrian', 'keluarga', 'akibat', 'efisiensi', 'anggaran', 'efisiensianggaran']",dampak berat sektor kementrian keluarga akibat efisiensi anggaran efisiensianggaran
